Gene.ID,logFC,logCPM,LR,PValue,FDR,tax_level,genus_tax_id,name,category
-100,0,9.24881777060748,0,1,1,1,-200,all taxa with neither family nor genus classification,N/A
101564,0,9.26115390869434,6.7882901966243e-08,0.999792116386842,1,1,286,Pseudomonas alcaliphila,bacteria
1017,0,9.25633915263169,6.59864101137941e-08,0.999795040851724,1,1,1016,Capnocytophaga gingivalis,bacteria
1030157,0,9.26079822585507,1.99877971951423e-08,0.999887196512396,1,1,13687,Sphingomonas sp. KC8,bacteria
104336,-1.46843988048439,9.26339813041151,9.10196895631543e-08,0.999759282463679,1,1,33882,Microbacterium foliorum,bacteria
1047172,0,9.24881777060748,0,1,1,1,1817,Nocardia sp. CS682,bacteria
1048396,0,9.24881777060748,0,1,1,1,1209988,Halopenitus persicus,archaea
1049583,-1.40822604337226,9.26187315462348,1.11722376239243e-07,0.999733307909602,1,1,57493,Kocuria indica,bacteria
105560,0,9.25949198235051,5.40394644588105e-08,0.999814520645508,1,1,316612,Methylibium petroleiphilum,bacteria
1061,0,9.25394553059171,5.80143439954384e-08,0.999807820194208,1,1,1060,Rhodobacter capsulatus,bacteria
1063,0,9.27675929576391,3.40112080721156e-08,0.999852853109801,1,1,1060,Rhodobacter sphaeroides,bacteria
106590,0,9.25628574217272,2.51756491209676e-08,0.99987340096415,1,1,106589,Cupriavidus necator,bacteria
106648,-1.37572433250248,9.26110560194745,1.17821944201069e-07,0.999726124524005,1,1,469,Acinetobacter bereziniae,bacteria
106649,-0.893130729840844,9.78827819803433,1.77673761958457,0.182550438773185,1,1,469,Acinetobacter guillouiae,bacteria
106654,-0.952852877383954,9.27879828318608,7.20687083344274e-08,0.999785802979497,1,1,469,Acinetobacter nosocomialis,bacteria
107401,0,9.24881777060748,0,1,1,1,104267,Tenacibaculum maritimum,bacteria
1076,-0.960551712721787,9.25411632702715,5.01627943627625e-08,0.99982129738056,1,1,1073,Rhodopseudomonas palustris,bacteria
1076550,0,9.25919490094702,5.11969693306469e-08,0.999819464678234,1,1,53335,Pantoea rwandensis,bacteria
1082851,2.0454021255488,9.27469781617393,2.59742893859993e-08,0.999871408608168,1,1,283,Comamonas serinivorans,bacteria
108486,0,9.25996232619522,1.50277604582527e-07,0.999690694827672,1,1,1716,Corynebacterium falsenii,bacteria
108980,0,9.26348898815618,9.6824583906141e-08,0.999751725066556,1,1,469,Acinetobacter ursingii,bacteria
108981,0,9.29694904374849,3.51211912885674e-08,0.999850471258476,1,1,469,Acinetobacter schindleri,bacteria
1096856,0,9.24881777060748,0,1,1,1,1847,Pseudonocardia sp. EC080619-01,bacteria
1096868,0,9.25537112300017,1.33800632795555e-07,0.999708143657609,1,1,1847,Pseudonocardia sp. EC080625-04,bacteria
1097667,-1.63133252101469,9.2622725273704,1.35652854282853e-07,0.999706130496122,1,1,361607,Patulibacter medicamentivorans,bacteria
109790,0,9.26159101996669,7.75822552867567e-08,0.999777760497609,1,1,1578,Lactobacillus jensenii,bacteria
111015,0,9.26313861840403,5.90937929700885e-08,0.999806040529265,1,1,1654,Actinomyces radicidentis,bacteria
1115758,0,9.24881777060748,0,1,1,1,1501226,Romboutsia ilealis,bacteria
1117645,-0.758399312935877,13.0522185526239,0.205675334613957,0.650178357871821,1,1,308865,Elizabethkingia anophelis,bacteria
1121358,0,9.25522904353724,1.32502827820957e-07,0.999709562543119,1,1,1716,Corynebacterium doosanense,bacteria
1124835,0,9.281456637656,3.55286537967459e-08,0.999849606372393,1,1,59732,Chryseobacterium carnipullorum,bacteria
113107,0,9.26600292129747,4.76021257966863e-08,0.999825918254811,1,1,1301,Streptococcus australis,bacteria
1134687,1.19213667545823,9.25886967231506,4.19936529993947e-08,0.999836494680701,1,1,570,Klebsiella michiganensis,bacteria
114,-2.01264317811473,9.27655510554364,1.40771289736108e-07,0.999700637707414,1,1,113,Gemmata obscuriglobus,bacteria
114051,0,9.24881777060748,0,1,1,1,1269,uncultured Micrococcus sp.,bacteria
1141883,0,9.26323468792829,1.24751389662947e-07,0.999718185880433,1,1,149698,Massilia putida,bacteria
114424,0,9.24881777060748,0,1,1,1,10509,Ovine mastadenovirus A,viruses
1144668,0,9.26313861840403,5.90937929700885e-08,0.999806040529265,1,1,469,Acinetobacter sp. CIP 102529,bacteria
114529,0,9.24881777060748,0,1,1,1,2251,Haloferax alexandrinus,archaea
1149952,0,9.24881777060748,0,1,1,1,234,Brucella sp. 09RB8471,bacteria
115808,2.02276679495882,9.27386658460702,2.61223433994928e-08,0.999871042642072,1,1,374,Bradyrhizobium sp. ORS 285,bacteria
1173280,0,9.24881777060748,0,1,1,1,286,Pseudomonas sp. R2-60-08W,bacteria
117567,0,9.24881777060748,0,1,1,1,1866885,Mycolicibacterium frederiksbergense,bacteria
1176587,0,9.26405009398851,6.08819696878982e-08,0.999803127795518,1,1,379899,Niabella ginsenosidivorans,bacteria
1176649,0,9.25311261483978,1.37890322271517e-07,0.999703716855793,1,1,357,Agrobacterium fabrum,bacteria
1177574,0,9.24881777060748,0,1,1,1,838,Prevotella jejuni,bacteria
1179670,-2.00841217228545,9.38742182010105,1.07899275292311e-07,0.999737910683917,1,1,1269,Micrococcus sp. KBS0714,bacteria
119219,0,9.27416869059822,9.57617203312111e-08,0.999753091509557,1,1,106589,Cupriavidus metallidurans,bacteria
1195817,0,9.24881777060748,0,1,1,1,-200,bacterium EBAD26,bacteria
1211,0,9.24881777060748,0,1,1,1,-200,uncultured cyanobacterium,bacteria
1223514,-1.22184073150566,9.27610694100992,8.67612950372632e-08,0.999764980949071,1,1,1716,Corynebacterium humireducens,bacteria
12260,0,9.24881777060748,0,1,1,1,12258,Bean pod mottle virus,viruses
1226968,0,9.24881777060748,0,1,1,1,191,Azospirillum humicireducens,bacteria
1230998,0,9.25222650127673,2.68165840644485e-08,0.999869340260638,1,1,1716,Corynebacterium frankenforstense,bacteria
1235645,0,9.24881777060748,0,1,1,1,1982251,Propionibacterium phage PHL010M04,viruses
1235651,0,9.24881777060748,0,1,1,1,1982251,Propionibacterium phage PHL073M02,viruses
1241978,0,9.24881777060748,0,1,1,1,59732,Chryseobacterium bernardetii,bacteria
1241982,0,9.24881777060748,0,1,1,1,59732,Chryseobacterium nakagawai,bacteria
1249,0,9.26161262133055,7.76347341968631e-08,0.999777685345662,1,1,46255,Weissella paramesenteroides,bacteria
1249933,0,9.24881777060748,0,1,1,1,286104,Winogradskyella sp. RHA_55,bacteria
1250205,0,9.24881777060748,0,1,1,1,292691,Gramella sp. MAR_2010_147,bacteria
1252,-2.14999565785425,9.28491159717813,1.19421521560525e-07,0.99972427169379,1,1,1243,Leuconostoc carnosum,bacteria
1256574,-2.01264317811473,9.27352724310139,2.56367940210112e-08,0.999872246761942,1,1,-200,uncultured bacterium A1Q1_fos_4,bacteria
1260,-1.43074660395923,9.82821987268926,0.496835315147564,0.480893967500917,1,1,150022,Finegoldia magna,bacteria
1267768,0,9.24881777060748,0,1,1,1,1855413,Brevirhabdus pacifica,bacteria
1270,-2.911838939086,10.8683945068844,2.74137255810015,0.0977807475846017,1,1,1269,Micrococcus luteus,bacteria
1273687,0,9.24881777060748,0,1,1,1,1763,Mycobacterium sp. VKM Ac-1817D,bacteria
1274,-1.03690293441323,10.6620422268558,0.292041909099083,0.588914988541441,1,1,57495,Dermacoccus nishinomiyaensis,bacteria
1274359,-1.87535139436449,9.2688560553036,1.40646467805539e-07,0.999700770459144,1,1,286,Pseudomonas sihuiensis,bacteria
1275,0,9.24881777060748,0,1,1,1,57493,Kocuria rosea,bacteria
1276,0,9.26161262133055,7.76347341968631e-08,0.999777685345662,1,1,57499,Kytococcus sedentarius,bacteria
1279031,0,9.24881777060748,0,1,1,1,357,Agrobacterium sp. 33MFTa1.1,bacteria
1280,-2.44221043101904,9.87075902300192,2.05948306716844,0.151261476704366,1,1,1279,Staphylococcus aureus,bacteria
1282,-1.25060542848534,10.3000715653347,0.35337764701481,0.552207325417207,1,1,1279,Staphylococcus epidermidis,bacteria
1283,1.35883399675274,9.31277579652678,1.61256051443605,0.204132245894908,1,1,1279,Staphylococcus haemolyticus,bacteria
1283291,0,9.26161262133055,7.76347341968631e-08,0.999777685345662,1,1,286,Pseudomonas sp. URMO17WK12:I11,bacteria
1286,0,9.25527895153683,9.07835113750366e-08,0.999759594973852,1,1,1279,Staphylococcus simulans,bacteria
128780,0,9.25310774895363,5.13045574912496e-08,0.999819275084305,1,1,40323,Stenotrophomonas acidaminiphila,bacteria
1290,-2.3267874308584,9.68032604316996,2.79906869236616,0.0943190776529686,1,1,1279,Staphylococcus hominis,bacteria
1292,0,9.29562968349217,9.21771565742802e-08,0.999757756736662,1,1,1279,Staphylococcus warneri,bacteria
1295,0.649206441201891,9.25284580289154,8.56608624033584e-08,0.999766476131483,1,1,1279,Staphylococcus schleiferi,bacteria
1296669,0,9.24881777060748,0,1,1,1,92793,Aquabacterium olei,bacteria
129817,1.30354653614876,9.2658049726623,4.45925021352878e-08,0.99983151122252,1,1,286,Pseudomonas brenneri,bacteria
1302,0,9.2584232349733,7.92616061673357e-08,0.999775368069183,1,1,1301,Streptococcus gordonii,bacteria
1302308,0,9.24881777060748,0,1,1,1,1827,Rhodococcus sp. P1Y,bacteria
1303,-1.5736874299577,9.30267893605571,2.91572455068945e-08,0.999863757279765,1,1,1301,Streptococcus oralis,bacteria
1304,0,9.27397513776795,4.82900350817772e-08,0.999824664918951,1,1,1301,Streptococcus salivarius,bacteria
1305,0,9.31197980672182,2.53837928454459e-08,0.999872878702468,1,1,1301,Streptococcus sanguinis,bacteria
1306519,0,9.2535107879414,2.22119975745727e-08,0.999881085758906,1,1,237,Flavobacterium commune,bacteria
1308,-1.59885004362534,10.4505146054435,0.740051606518492,0.389644347209448,1,1,1301,Streptococcus thermophilus,bacteria
1309411,0,9.25417026199336,5.96752789405741e-08,0.999805088579761,1,1,1298,Deinococcus soli Cha et al. 2016,bacteria
1311,-1.63133252101469,9.33702022680565,6.20294038355951e-08,0.99980128124363,1,1,1301,Streptococcus agalactiae,bacteria
1313,-2.2430609579716,9.40684880351176,2.99407118562857,0.0835698219165485,1,1,1301,Streptococcus pneumoniae,bacteria
13136,0,9.24881777060748,0,1,1,1,-200,unidentified marine bacterioplankton,bacteria
1314,-1.49275057987753,9.27676316741116,1.16723638754479e-07,0.99972740401059,1,1,1301,Streptococcus pyogenes,bacteria
131568,0,9.25235447941889,3.86872236468605e-08,0.999843063544089,1,1,33981,Kineococcus radiotolerans,bacteria
1322301,0,9.24881777060748,0,1,1,1,59732,Chryseobacterium sp. Iso-52,bacteria
1324352,0,9.24881777060748,0,1,1,1,59732,Chryseobacterium gallinarum,bacteria
1324796,0,9.24881777060748,0,1,1,1,68,Lysobacter lycopersici,bacteria
1325095,0,9.24881777060748,0,1,1,1,374,Bradyrhizobium guangzhouense,bacteria
1325724,0,9.24881777060748,0,1,1,1,41275,Brevundimonas vancanneytii,bacteria
1328,-3.30411182310057,10.1106374668866,4.26503063977179e-08,0.999835221275753,1,1,1301,Streptococcus anginosus,bacteria
1329,0,9.24881777060748,0,1,1,1,1301,Streptococcus canis,bacteria
132919,-1.52080186495614,9.25993247913659,1.58620004242493e-07,0.999682225511322,1,1,1827,Rhodococcus jostii,bacteria
1332264,-1.52080186495614,9.26825725012349,1.27879941302922e-07,0.999714674053664,1,1,72763,Tessaracoccus aquimaris,bacteria
1334,-1.28972938924872,9.42855378583479,3.13716626010319e-08,0.999858678308477,1,1,1301,Streptococcus dysgalactiae,bacteria
1335061,0,9.26600292129747,4.76021257966863e-08,0.999825918254811,1,1,379,Rhizobium flavum,bacteria
1338,-1.92103557675558,9.27032890747452,2.94402626721535e-08,0.999863097651091,1,1,1301,Streptococcus intermedius,bacteria
1338689,-1.22184073150566,9.25960492948178,3.8349596387377e-08,0.999843749844767,1,1,286,Pseudomonas sp. JY-Q,bacteria
134634,0,9.24881777060748,0,1,1,1,178440,Opitutus sp. VeGlc2,bacteria
1351,0,9.26115390869434,6.7882901966243e-08,0.999792116386842,1,1,1350,Enterococcus faecalis,bacteria
1351072,0,9.24881777060748,0,1,1,1,-200085023,Microbacteriaceae bacterium N4_97_1,bacteria
1354,0,9.25737446479659,8.15278031751632e-08,0.999772179434448,1,1,1350,Enterococcus hirae,bacteria
1358,-0.208619482311485,9.61481315058779,1.29046497931995e-07,0.999713375596635,1,1,1357,Lactococcus lactis,bacteria
