Gene.ID,logFC..Intercept.,logFC.meta.temperature28,logFC.meta.temperature36,logCPM,LR,PValue,FDR,tax_level,genus_tax_id,name,category
-100,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,-200,all taxa with neither family nor genus classification,N/A
101564,-14.6811041718284,0,0,9.26115390869434,164.144976971438,2.33639909357392e-35,8.98889437839995e-35,1,286,Pseudomonas alcaliphila,bacteria
1017,-14.6811041718284,0,0,9.25633915263169,164.144977000074,2.33639906032297e-35,8.98889437839995e-35,1,1016,Capnocytophaga gingivalis,bacteria
1030157,-14.6811041718284,0,0,9.26079822585507,164.144977051385,2.33639900074285e-35,8.98889437839995e-35,1,13687,Sphingomonas sp. KC8,bacteria
104336,-14.6811041718284,0,1.46843988048439,9.26339813041151,156.712102742657,9.38935661663325e-34,2.21650385704129e-33,1,33882,Microbacterium foliorum,bacteria
1047172,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1817,Nocardia sp. CS682,bacteria
1048396,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1209988,Halopenitus persicus,archaea
1049583,-14.6811041718284,0,1.40822604337226,9.26187315462348,157.040566177237,7.97553590330311e-34,1.97042651728665e-33,1,57493,Kocuria indica,bacteria
105560,-14.6811041718284,0,0,9.25949198235051,164.144977025758,2.33639903049994e-35,8.98889437839995e-35,1,316612,Methylibium petroleiphilum,bacteria
1061,-14.6811041718284,0,0,9.25394553059171,164.144977025179,2.33639903117227e-35,8.98889437839995e-35,1,1060,Rhodobacter capsulatus,bacteria
1063,-14.6811041718284,2.26919192795165,0,9.27675929576391,154.539444500145,2.76330747600791e-33,6.08168981619207e-33,1,1060,Rhodobacter sphaeroides,bacteria
106590,-14.6811041718284,0,0,9.25628574217272,164.144976970084,2.33639909514617e-35,8.98889437839995e-35,1,106589,Cupriavidus necator,bacteria
106648,-14.6811041718284,0,1.37572433250248,9.26110560194745,157.214090573702,7.31671843337156e-34,1.93128658456035e-33,1,469,Acinetobacter bereziniae,bacteria
106649,-10.1187825196372,0.133549669176327,-3.15409560881891,9.78827819803433,119.988881653134,7.75945514861545e-26,1.4246868469589e-25,1,469,Acinetobacter guillouiae,bacteria
106654,-14.6811041718284,1.51368004380889,0,9.27879828318608,157.519997880219,6.28501421872793e-34,1.79979953683979e-33,1,469,Acinetobacter nosocomialis,bacteria
107401,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,104267,Tenacibaculum maritimum,bacteria
1076,-14.6811041718284,0,0,9.25411632702715,164.144977090867,2.33639895489774e-35,8.98889437839995e-35,1,1073,Rhodopseudomonas palustris,bacteria
1076550,-14.6811041718284,0,0,9.25919490094702,164.144976957501,2.33639910975794e-35,8.98889437839995e-35,1,53335,Pantoea rwandensis,bacteria
1082851,-12.6357020462796,-2.0454021255488,-2.0454021255488,9.27469781617393,155.857337332257,1.43573093045913e-33,3.25949724752883e-33,1,283,Comamonas serinivorans,bacteria
108486,-14.6811041718284,0,0,9.25996232619522,164.144976991759,2.33639906997839e-35,8.98889437839995e-35,1,1716,Corynebacterium falsenii,bacteria
108980,-14.6811041718284,0,0,9.26348898815618,164.144976946761,2.33639912222842e-35,8.98889437839995e-35,1,469,Acinetobacter ursingii,bacteria
108981,-14.6811041718284,2.6913740252362,0,9.29694904374849,152.76119408998,6.68482931832494e-33,1.41561091446881e-32,1,469,Acinetobacter schindleri,bacteria
1096856,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1847,Pseudonocardia sp. EC080619-01,bacteria
1096868,-14.6811041718284,0.942836521482315,0,9.25537112300017,159.745222096373,2.08023958930166e-34,7.51570443749795e-34,1,1847,Pseudonocardia sp. EC080625-04,bacteria
1097667,-14.6811041718284,0,0,9.2622725273704,164.144976989441,2.33639907266953e-35,8.98889437839995e-35,1,361607,Patulibacter medicamentivorans,bacteria
109790,-14.6811041718284,1.4894349579892,0,9.26159101996669,157.639882675704,5.92156849189247e-34,1.74931128529267e-33,1,1578,Lactobacillus jensenii,bacteria
111015,-14.6811041718284,1.55362783691195,0,9.26313861840403,157.319364145167,6.94384503295048e-34,1.8714962397526e-33,1,1654,Actinomyces radicidentis,bacteria
1115758,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1501226,Romboutsia ilealis,bacteria
1117645,-6.93761655297007,0.958134935699619,-0.139607215702051,13.0522185526239,65.2873655394756,4.35400458234971e-14,7.75412830213517e-14,1,308865,Elizabethkingia anophelis,bacteria
1121358,-14.6811041718284,0.935450714140002,0,9.25522904353724,159.782957714344,2.04159611617914e-34,7.48337793612197e-34,1,1716,Corynebacterium doosanense,bacteria
1124835,-14.6811041718284,1.55362783691195,0,9.281456637656,157.319364109539,6.94384515587219e-34,1.8714962397526e-33,1,59732,Chryseobacterium carnipullorum,bacteria
113107,-14.6811041718284,1.65889161428728,0,9.26600292129747,156.771213609483,9.11760846318642e-34,2.17270677983955e-33,1,1301,Streptococcus australis,bacteria
1134687,-14.6811041718284,0,0,9.25886967231506,164.144976980423,2.33639908314145e-35,8.98889437839995e-35,1,570,Klebsiella michiganensis,bacteria
114,-14.6811041718284,0,0,9.27655510554364,164.144976958033,2.33639910913997e-35,8.98889437839995e-35,1,113,Gemmata obscuriglobus,bacteria
114051,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1269,uncultured Micrococcus sp.,bacteria
1141883,-14.6811041718284,0.94955539337565,0,9.26323468792829,159.710619657042,2.11631698902483e-34,7.56470781897276e-34,1,149698,Massilia putida,bacteria
114424,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,10509,Ovine mastadenovirus A,viruses
1144668,-14.6811041718284,1.55362783691195,0,9.26313861840403,157.319364145167,6.94384503295048e-34,1.8714962397526e-33,1,469,Acinetobacter sp. CIP 102529,bacteria
114529,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,2251,Haloferax alexandrinus,archaea
1149952,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,234,Brucella sp. 09RB8471,bacteria
115808,-12.6583373768696,-2.02276679495882,-2.02276679495882,9.27386658460702,155.980100456522,1.35077869610573e-33,3.13008028890708e-33,1,374,Bradyrhizobium sp. ORS 285,bacteria
1173280,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,286,Pseudomonas sp. R2-60-08W,bacteria
117567,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1866885,Mycolicibacterium frederiksbergense,bacteria
1176587,-14.6811041718284,1.58883686261121,0,9.26405009398851,157.139231314568,7.59398428285597e-34,1.93128658456035e-33,1,379899,Niabella ginsenosidivorans,bacteria
1176649,-14.6811041718284,0,0,9.25311261483978,164.144977013315,2.33639904494792e-35,8.98889437839995e-35,1,357,Agrobacterium fabrum,bacteria
1177574,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,838,Prevotella jejuni,bacteria
1179670,-13.4190256177831,1.07136560676016,-1.26207855404529,9.38742182010105,148.894100375865,4.56376933395997e-32,9.21899697120572e-32,1,1269,Micrococcus sp. KBS0714,bacteria
119219,-14.6811041718284,1.50255692143637,0,9.27416869059822,157.575172450265,6.11505487012396e-34,1.7866595098797e-33,1,106589,Cupriavidus metallidurans,bacteria
1195817,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,-200,bacterium EBAD26,bacteria
1211,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,-200,uncultured cyanobacterium,bacteria
1223514,-14.6811041718284,0,0,9.27610694100992,164.144976956913,2.33639911044043e-35,8.98889437839995e-35,1,1716,Corynebacterium humireducens,bacteria
12260,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,12258,Bean pod mottle virus,viruses
1226968,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,191,Azospirillum humicireducens,bacteria
1230998,-14.6811041718284,0,0,9.25222650127673,164.144977046979,2.33639900585923e-35,8.98889437839995e-35,1,1716,Corynebacterium frankenforstense,bacteria
1235645,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1982251,Propionibacterium phage PHL010M04,viruses
1235651,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1982251,Propionibacterium phage PHL073M02,viruses
1241978,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,59732,Chryseobacterium bernardetii,bacteria
1241982,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,59732,Chryseobacterium nakagawai,bacteria
1249,-14.6811041718284,1.49037358924799,0,9.26161262133055,157.635267409014,5.93516327691639e-34,1.74931128529267e-33,1,46255,Weissella paramesenteroides,bacteria
1249933,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,286104,Winogradskyella sp. RHA_55,bacteria
1250205,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,292691,Gramella sp. MAR_2010_147,bacteria
1252,-14.6811041718284,1.58883686261121,0,9.28491159717813,157.139231373268,7.59398406137086e-34,1.93128658456035e-33,1,1243,Leuconostoc carnosum,bacteria
1256574,-14.6811041718284,0,0,9.27352724310139,164.144976958981,2.33639910803904e-35,8.98889437839995e-35,1,-200,uncultured bacterium A1Q1_fos_4,bacteria
1260,-11.7740032711318,2.18232734238897,-1.36862427443663,9.82821987268926,124.381021380488,8.78561125874636e-27,1.62792208617947e-26,1,150022,Finegoldia magna,bacteria
1267768,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1855413,Brevirhabdus pacifica,bacteria
1270,-10.4170108421666,2.99629508749639,-0.488446701355248,10.8683945068844,101.060371872198,9.19358560267734e-22,1.65484540848192e-21,1,1269,Micrococcus luteus,bacteria
1273687,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1763,Mycobacterium sp. VKM Ac-1817D,bacteria
1274,-9.83393993899462,1.4230271077033,-2.26548002607356,10.6620422268558,107.685276489594,3.45490262505661e-23,6.24111441945711e-23,1,57495,Dermacoccus nishinomiyaensis,bacteria
1274359,-14.6811041718284,0,0,9.2688560553036,164.144976963889,2.33639910233989e-35,8.98889437839995e-35,1,286,Pseudomonas sihuiensis,bacteria
1275,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,57493,Kocuria rosea,bacteria
1276,-14.6811041718284,1.49037358924799,0,9.26161262133055,157.635267409014,5.93516327691639e-34,1.74931128529267e-33,1,57499,Kytococcus sedentarius,bacteria
1279031,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,357,Agrobacterium sp. 33MFTa1.1,bacteria
1280,-11.240728970551,1.29120504840319,-0.00942646909610264,9.87075902300192,115.949669890437,5.74939523046805e-25,1.05179498953027e-24,1,1279,Staphylococcus aureus,bacteria
1282,-10.7683288011064,1.98935396853788,-1.88301137804296,10.3000715653347,115.260119625681,8.09250029167745e-25,1.47776092282806e-24,1,1279,Staphylococcus epidermidis,bacteria
1283,-12.6808429325756,-0.50988765000483,-2.00026123925282,9.31277579652678,149.593860126595,3.22387020568243e-32,6.53855365659534e-32,1,1279,Staphylococcus haemolyticus,bacteria
1283291,-14.6811041718284,1.49037358924799,0,9.26161262133055,157.635267409014,5.93516327691639e-34,1.74931128529267e-33,1,286,Pseudomonas sp. URMO17WK12:I11,bacteria
1286,-14.6811041718284,0,0,9.25527895153683,164.144976990243,2.33639907173894e-35,8.98889437839995e-35,1,1279,Staphylococcus simulans,bacteria
128780,-14.6811041718284,0,0,9.25310774895363,164.144976983584,2.33639907947038e-35,8.98889437839995e-35,1,40323,Stenotrophomonas acidaminiphila,bacteria
1290,-14.6811041718284,3.88091006304709,2.06500318139696,9.68032604316996,138.340424804563,8.61547094626008e-30,1.63547923047649e-29,1,1279,Staphylococcus hominis,bacteria
1292,-14.6811041718284,2.45133864017123,0,9.29562968349217,153.668830784984,4.25862518533554e-33,9.09469107376743e-33,1,1279,Staphylococcus warneri,bacteria
1295,-14.6811041718284,0,0,9.25284580289154,164.144977051377,2.33639900075158e-35,8.98889437839995e-35,1,1279,Staphylococcus schleiferi,bacteria
1296669,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,92793,Aquabacterium olei,bacteria
129817,-13.3775576356796,-1.30354653614876,-1.30354653614876,9.2658049726623,158.5508521409,3.76580608769795e-34,1.1862289333102e-33,1,286,Pseudomonas brenneri,bacteria
1302,-14.6811041718284,0,0,9.2584232349733,164.144976980288,2.33639908329854e-35,8.98889437839995e-35,1,1301,Streptococcus gordonii,bacteria
1302308,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,1827,Rhodococcus sp. P1Y,bacteria
1303,-14.6811041718284,1.59723431526698,0,9.30267893605571,157.095800952987,7.75963339163626e-34,1.93128658456035e-33,1,1301,Streptococcus oralis,bacteria
1304,-14.6811041718284,1.58883686261121,0,9.27397513776795,157.13923126533,7.59398446863755e-34,1.93128658456035e-33,1,1301,Streptococcus salivarius,bacteria
1305,-14.6811041718284,2.80564938300216,0,9.31197980672182,152.398998194913,8.0026039406363e-33,1.67705296718532e-32,1,1301,Streptococcus sanguinis,bacteria
1306519,-14.6811041718284,0,0,9.2535107879414,164.144976942255,2.33639912746065e-35,8.98889437839995e-35,1,237,Flavobacterium commune,bacteria
1308,-10.4854571277213,1.75448869228602,-1.29373891353876,10.4505146054435,110.301523137369,9.45027695898431e-24,1.71637462606418e-23,1,1301,Streptococcus thermophilus,bacteria
1309411,-14.6811041718284,0,0,9.25417026199336,164.144977031163,2.33639902422423e-35,8.98889437839995e-35,1,1298,Deinococcus soli Cha et al. 2016,bacteria
1311,-14.6811041718284,2.84263893139676,0,9.33702022680565,152.222931522842,8.73405521747691e-33,1.82654100813625e-32,1,1301,Streptococcus agalactiae,bacteria
1313,-13.0125617650535,1.62051590040592,-0.200102526290453,9.40684880351176,136.57412716616,2.07049929283992e-29,3.90835821569783e-29,1,1301,Streptococcus pneumoniae,bacteria
13136,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,-200,unidentified marine bacterioplankton,bacteria
1314,-14.6811041718284,0,0,9.27676316741116,164.144976954292,2.33639911348434e-35,8.98889437839995e-35,1,1301,Streptococcus pyogenes,bacteria
131568,-14.6811041718284,0,0,9.25235447941889,164.144976956012,2.33639911148655e-35,8.98889437839995e-35,1,33981,Kineococcus radiotolerans,bacteria
1322301,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,59732,Chryseobacterium sp. Iso-52,bacteria
1324352,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,59732,Chryseobacterium gallinarum,bacteria
1324796,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,68,Lysobacter lycopersici,bacteria
1325095,-14.6811041718284,0,0,9.24881777060748,0,1,1,1,374,Bradyrhizobium guangzhouense,bacteria
