Gene.ID,logFC,logCPM,LR,PValue,FDR,genus_tax_id,tax_level,name,category
1049,8.60743033868108,3.26306812631701,-2.36832232047846e-07,1,1,85072,1,Allochromatium vinosum,bacteria
106,0.63527408062597,7.17863641924658,0.143107393191507,0.705211178411815,1,105,1,Runella slithyformis,bacteria
1063,0.103880655678079,2.51774989618812,1.64486957388021e-08,0.999897669335585,1,1060,1,Rhodobacter sphaeroides,bacteria
11034,1.60937859297058,2.4940887954768,4.92960285924937e-08,0.999822848014447,1,11019,1,Sindbis virus,viruses
1108,-2.25966017870737,3.71888139355963,2.17692798112811,0.140093852162439,1,1107,1,Chloroflexus aurantiacus,bacteria
1126,-1.01130724356004,3.50018676935387,1.55209176606604,0.212826905053305,1,1125,1,Microcystis aeruginosa,bacteria
1211,-2.48524217372405,5.86038714491938,2.17762763881076,0.140030165441859,1,-200,1,uncultured cyanobacterium,bacteria
1252,-0.725836058342268,6.8712783327296,0.203168195923567,0.652175631572799,1,1243,1,Leuconostoc carnosum,bacteria
1254,-3.02331302403,2.63048787519699,1.19756308869512e-07,0.99972388547476,1,1253,1,Pediococcus acidilactici,bacteria
12637,0.152317239995083,2.53795101938531,1.35615358942687e-08,0.999907083145474,1,11051,1,Dengue virus,viruses
1302,1.75189836791636,4.11058912805884,5.1824450508775e-08,0.999818361707462,1,1301,1,Streptococcus gordonii,bacteria
1304,1.02649611791204,2.6886595089293,9.69485114410418e-09,0.999921438343268,1,1301,1,Streptococcus salivarius,bacteria
1307,-3.2148162099417,2.85998091137181,2.78789968888304e-08,0.9998667771773,1,1301,1,Streptococcus suis,bacteria
1310,2.07934566352221,2.85374033487365,1.65633018411881e-07,0.999675276658282,1,1301,1,Streptococcus sobrinus,bacteria
1313,-4.02386108448645,3.91140839422194,3.88429926854371,0.0487395974960325,0.673795845513895,1301,1,Streptococcus pneumoniae,bacteria
1314,-3.10189320204745,5.87289216830015,2.71310221754975,0.0995272745129474,1,1301,1,Streptococcus pyogenes,bacteria
