Gene.ID,logFC,logCPM,LR,PValue,FDR,genus_tax_id,tax_level,name,category
-100,-0.530130286993118,11.2518546454208,0.623294223610841,0.429825759682214,0.689935619636002,-200,1,all taxa with neither family nor genus classification,0
-200,-0.530130286993118,11.2518546454208,0.623294223610841,0.429825759682214,0.689935619636002,-200,2,all taxa with neither family nor genus classification,0
100233,-1.73899456989485,-0.319645073662502,9.41744124517954,0.00214931226002547,0.00696150402296845,-200000126,1,uncultured Planctomycetaceae bacterium,bacteria
100235,0,-0.319514508950508,0,1,1,-200,1,uncultured actinomycete,bacteria
100371,0,0.00455315866528149,0,1,1,-200,1,uncultured Planctomycetales bacterium,bacteria
1004901,1.97881451774123,-0.193218730919503,6.8255386117896,0.00898634517929285,0.025435926185456,2053,1,Gordonia iterans,bacteria
1005039,0.112369167655116,0.938151310018494,0.0354376135267813,0.85068161350012,1,1005038,1,Fimbriimonas ginsengisoli,bacteria
1005286,0,-0.345055987504081,0,1,1,407,1,Methylobacterium sp. OX1_1_1_S1,bacteria
1006,-10.5051281775746,4.014311412854,113.602871120314,1.59203697576124e-26,2.65870174952127e-24,869806,1,Marivirga tractuosa,bacteria
1007105,0,-0.351004069937352,0,1,1,305976,1,Pusillimonas sp. T7-7,bacteria
1008,0,-0.351004069937352,0,1,1,1007,1,Saprospira grandis,bacteria
100901,2.89498394134966,-0.16137526313553,13.1843401351963,0.000282298198477905,0.00106467477745732,953,1,Wolbachia endosymbiont of Onchocerca ochengi,bacteria
1010,-8.76805358276195,3.02557416413217,88.8222655653145,4.31926940316906e-21,2.37275654713564e-19,28453,1,Sphingobacterium mizutaii,bacteria
101385,2.12406516251393,-0.121000639049215,5.32905140893691,0.0209727969386751,0.0552040821804244,153265,1,Aequorivita sublithincola,bacteria
1014,-0.0220119782892856,0.660722826648267,0.000575970178317675,0.98085310428536,1,1013,1,Weeksella virosa,bacteria
1015,2.96702411553654,2.39121186873645,14.156974848968,0.000168172474992999,0.000661130021747431,59735,1,Bergeyella zoohelcum,bacteria
101564,0,-0.272553844075342,0,1,1,286,1,Pseudomonas alcaliphila,bacteria
101571,0.92244699020888,7.67080261277927,1.75902962190455,0.184745597965664,0.323537278316547,32008,1,Burkholderia ubonensis,bacteria
1016963,0.953987239519517,-0.331187925612024,3.6274073937839,0.0568352889137672,0.124953834236436,1663,1,Arthrobacter sp. TT4,bacteria
1016987,4.32080003369065,0.489740852939955,23.8662513521671,1.0326637782998e-06,5.23224669223504e-06,165696,1,Novosphingobium sp. THN1,bacteria
1017,1.38117384231266,5.48866078390792,3.34907622642612,0.0672427393652496,0.144264356037984,1016,1,Capnocytophaga gingivalis,bacteria
1019,-3.61545031694786,4.09090019042087,24.19114259349,8.72325457826275e-07,4.47965410384342e-06,1016,1,Capnocytophaga sputigena,bacteria
102116,-2.68126653162076,-0.183542920658752,9.54841674629741,0.00200121958564564,0.0065478775627512,102115,1,Stanieria cyanosphaera,bacteria
102346,0,-0.135741414404996,0,1,1,-200,1,uncultured bacterium D1-11,bacteria
1027273,0,-0.328264030416959,0,1,1,305899,1,Endozoicomonas montiporae,bacteria
1028416,-6.99073203054737,1.16103613444843,64.1505660402714,1.15264877867556e-15,2.06536851972982e-14,497,1,Psychrobacter sp. DAB_AL43B,bacteria
1028989,4.07157512107037,0.0177375841471286,21.9028807066024,2.86803064034531e-06,1.36068499130019e-05,286,1,Pseudomonas sp. StFLB209,bacteria
102937,4.511152740553,0.151923913905029,25.6464226277906,4.10054952791742e-07,2.18959292817456e-06,-200,1,uncultured bacterium BS1,bacteria
1030157,0,-0.340591703272338,0,1,1,13687,1,Sphingomonas sp. KC8,bacteria
1030799,0,-0.0668972407559295,0,1,1,-200,1,Acidobacteria bacterium UCL-085,bacteria
1031224,-5.39956992748277,0.791413694271998,43.8541137936824,3.53786753164848e-11,3.15611045825479e-10,79328,1,Chitinophaga oryziterrae,bacteria
1032072,0,0.118909986273179,0,1,1,28196,1,Arcobacter molluscorum,bacteria
1032527,2.22038049120155,2.61099988517346,5.87640671525833,0.0153451072666041,0.0413327889277884,1032526,1,Pedosphaera parvula,bacteria
1032851,-2.56325660889279,-0.202508993280106,9.33768027459868,0.00224489511674964,0.00720684197230679,1716,1,Corynebacterium nuruki,bacteria
1034889,-0.75384695828304,9.38350644982695,1.26476185943829,0.260751656491695,0.441280164512699,34072,1,Variovorax sp. HW608,bacteria
1035,2.18421012082327,-0.269571656289319,9.84747784346754,0.00170064764458109,0.00569839800652185,1033,1,Afipia felis,bacteria
103731,-1.40008220892245,4.3538360415958,4.04480634949434,0.0443074618949038,0.103415752642734,2071,1,Saccharothrix espanaensis,bacteria
103855,-4.05245922180657,1.47963901161016,25.3293205037941,4.83306031572592e-07,2.55418060989313e-06,517,1,Bordetella hinzii,bacteria
104,-6.16006868465296,0.502792558293726,52.3092502722637,4.74135795068704e-13,5.37912213155391e-12,68288,1,Cyclobacterium marinum,bacteria
104087,4.36582919813064,0.0866088166512175,24.1644295618735,8.84509431483522e-07,4.53664235435345e-06,286,1,Pseudomonas frederiksbergensis,bacteria
1041504,1.21117001205897,1.68750345660724,2.72233920539324,0.0989529024625548,0.196606788821098,49082,1,Candidatus Arthromitus sp. SFB-rat-Yit,bacteria
1041657,0,-0.174975842119226,0,1,1,32008,1,Burkholderia sp. MG-2011-87-HA,bacteria
1041665,0,-0.347391502887441,0,1,1,32008,1,Burkholderia sp. MG-2011-134-HE,bacteria
1041709,1.75620423180298,-0.222119347567666,5.29556906464781,0.0213797442822298,0.0559626535287207,13687,1,Sphingomonas sp. MG-2011-104-FY,bacteria
1041739,-0.663895653656138,-0.343403144224796,2.94423559828981,0.0861844654607792,0.176902725318955,59732,1,Chryseobacterium sp. MG-2011-139-ER,bacteria
1042156,0,-0.351004069937352,0,1,1,1485,1,Clostridium sp. SY8519,bacteria
104268,-3.58866509574135,-0.162533181983429,23.4156923831266,1.30509555756917e-06,6.50988524832891e-06,104267,1,Tenacibaculum mesophilum,bacteria
1042683,1.72398144548742,1.22908950473442,4.66752749917381,0.0307381492927361,0.0771688354162196,13687,1,Sphingomonas sp. 540,bacteria
