Gene.ID,logFC,logCPM,LR,PValue,FDR,genus_tax_id,tax_level,name,category
-100,-0.612689799855987,11.2518546454208,0.765884879404339,0.381493116105514,0.632790528303742,-200,1,all taxa with neither family nor genus classification,0
-200,-0.612689799855987,11.2518546454208,0.765884879404339,0.381493116105514,0.632790528303742,-200,2,all taxa with neither family nor genus classification,0
100233,-1.73899456989485,-0.319645073662502,9.89985742230213,0.00165291577566646,0.00531248911732678,-200000126,1,uncultured Planctomycetaceae bacterium,bacteria
100235,0,-0.319514508950508,0,1,1,-200,1,uncultured actinomycete,bacteria
100371,0,0.00455315866528149,0,1,1,-200,1,uncultured Planctomycetales bacterium,bacteria
1004901,1.05905671526305,-0.193218730919503,4.10849500213907,0.0426683160537996,0.0987473500690769,2053,1,Gordonia iterans,bacteria
1005039,-1.61605232978163,0.938151310018494,8.40316832458514,0.00374567611216407,0.0111066745513388,1005038,1,Fimbriimonas ginsengisoli,bacteria
1005286,0,-0.345055987504081,0,1,1,407,1,Methylobacterium sp. OX1_1_1_S1,bacteria
1006,-9.85573667749016,4.014311412854,95.3565733518423,1.59003673501623e-22,3.01745607667852e-20,869806,1,Marivirga tractuosa,bacteria
1007105,0,-0.351004069937352,0,1,1,305976,1,Pusillimonas sp. T7-7,bacteria
1008,0,-0.351004069937352,0,1,1,1007,1,Saprospira grandis,bacteria
100901,0,-0.16137526313553,0,1,1,953,1,Wolbachia endosymbiont of Onchocerca ochengi,bacteria
1010,-0.977284048684363,3.02557416413217,1.87815581456172,0.170543899550301,0.330659339377821,28453,1,Sphingobacterium mizutaii,bacteria
101385,-0.238042773318034,-0.121000639049215,0.145793544686029,0.702588051836646,1,153265,1,Aequorivita sublithincola,bacteria
1014,-1.78717749258369,0.660722826648267,5.50705354847975,0.018939927786299,0.0497144208536821,1013,1,Weeksella virosa,bacteria
1015,0.840872897425352,2.39121186873645,1.27552255786298,0.258733202761566,0.454634310408055,59735,1,Bergeyella zoohelcum,bacteria
