Gene.ID,logFC,logCPM,LR,PValue,FDR,tax_id,tax_level,genus_tax_id,name
1,0.0208275639177077,17.3483119454464,0.101531473555937,0.7499994891281,1,37124,1,11019,Chikungunya virus
10058,-0.0721719665417344,2.52232751494638,1.39308593549714e-07,0.999702197043339,1,1810504,1,1934947,Immundisolibacter cernigliae
10060,-0.0818439414136423,2.55767901585379,-1.62442987949873e-08,1,1,148447,1,1822464,Paraburkholderia phymatum
10101,0.208597130569575,4.22561086787577,9.32889143712146e-08,0.999756300255264,1,1296,1,1279,Staphylococcus sciuri
10107,0.165174760865771,3.01095234847306,4.67332466058679e-08,0.99982751432421,1,482564,1,1158,Oscillatoria nigro-viridis
10113,0.11658258727005,2.63100645578188,3.1984533244156e-08,0.999857304568903,1,404011,1,22,Shewanella piezotolerans
10114,0.158556587277,2.64474619262495,6.94422750413537e-08,0.999789742243172,1,535744,1,413496,Cronobacter universalis
1012,0.0521729886271674,2.92645634604924,3.00944964948258e-07,0.999562292910885,1,549,1,53335,Pantoea agglomerans
10120,0.247097950966067,3.27181771030526,1.33741096419726e-07,0.999708208597517,1,41,1,40,Stigmatella aurantiaca
10122,0.11658258727005,2.63100645578188,3.1984533244156e-08,0.999857304568903,1,33964,1,1243,Leuconostoc citreum
10124,0.0920224084489643,2.6382264059129,1.21902829164355e-07,0.999721421917229,1,160660,1,1765964,Acidihalobacter prosperus
10126,0.080538400252882,2.53732139236598,4.46222756522729e-08,0.999831454983622,1,708126,1,1470540,Jeotgalibaca dankookensis
10127,0.11658258727005,2.63100645578188,3.1984533244156e-08,0.999857304568903,1,1231,1,35798,Nitrosospira multiformis
10130,0.0633997017151834,2.4952641486263,1.39667695187029e-08,0.999905705134868,1,2057026,1,547,Enterobacter sp. EA-1
10139,0.0353103132913179,2.64715692714439,2.63607802253318e-10,0.999987045543661,1,340016,1,-200,uncultured virus
10142,0.108005834587957,2.64166753943109,2.07600843182831e-08,0.999885037919027,1,11320,1,197911,Influenza A virus
10151,0.0665477688237865,3.3334274677093,-1.41782763307674e-08,1,1,413503,1,413496,Cronobacter malonaticus
10164,0.0633997017151834,2.4952641486263,1.39667695187029e-08,0.999905705134868,1,351679,1,626,Xenorhabdus hominickii
10167,0.11876793221092,2.74940079771783,1.23069897384198e-07,0.999720091574182,1,1858609,1,12916,Acidovorax sp. T1
10176,0.0718640253135955,2.54184643948285,3.48404558536686e-08,0.999851070074138,1,1891675,1,53335,Pantoea alhagi
10184,0.0855390801268524,2.54502629083891,3.53232292304995e-08,0.999850041786196,1,204038,1,204037,Dickeya dadantii
10193,0.0855390801268524,2.54502629083891,3.53232292304995e-08,0.999850041786196,1,421,1,416,Methylomonas methanica
10198,0.0261619988565709,2.74385005138123,4.83367301740145e-09,0.999944527377824,1,84135,1,1378,Gemella sanguinis
1020,0.0251259843003613,2.4536715196913,-3.81988418673984e-09,1,1,651183,1,182269,Aurantimonas manganoxydans
10211,0.11120297538306,2.69047237014367,-1.96246834782698e-07,1,1,61648,1,579,Kluyvera intermedia
10212,0.0855390801268524,2.54502629083891,3.53232292304995e-08,0.999850041786196,1,261292,1,914,Nitrosomonas sp. Is79A3
10213,0.0855390801268524,2.54502629083891,3.53232292304995e-08,0.999850041786196,1,59620,1,1485,uncultured Clostridium sp.
10222,0.0516882410934553,2.4909259569666,1.93853084695661e-08,0.999888909628746,1,83406,1,-200,gamma proteobacterium HdN1
10226,0.0827711768877126,2.53404258581776,1.55021901537822e-07,0.999685850350041,1,333926,1,325455,Gammapapillomavirus 1
10242,0.101085416266323,2.61819851453906,1.0875498590579e-07,0.999736873467964,1,2696338,1,-200010699,Brevundimonas phage vB_BsubS-Delta
10245,-0.000656492339249348,2.44680394956123,1.42290053073424e-07,0.999699027149229,1,273677,1,33882,Microbacterium oleivorans
10248,0.0490936767897437,2.46744932463573,7.91945167222252e-08,0.999775463156971,1,37752,1,237,Flavobacterium hibernum
10263,-0.108381710158921,2.57699766058662,2.99058092068094e-07,0.999563667242213,1,1166130,1,547,Enterobacter sp. R4-368
10267,0.0490936767897437,2.46744932463573,7.91945167222252e-08,0.999775463156971,1,85085,1,1742993,Pseudarthrobacter chlorophenolicus
